file,emotion,mean_pitch,std_pitch,H->H,H->L,L->L,L->H,H->VL,VL->VL,VL->L,L->VL,H->VH,VH->H,VH->VH,L->VH,VH->L,VL->H,VL->VH,VH->VL
03b02Wb.wav,Fear,176.47267995361733,22.40599354819698,21.0,4.0,13.0,4.0,1.0,6.0,2.0,1.0,1.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0
03b03Nb.wav,Neutral,120.55775737689066,21.19940181265849,51.0,3.0,18.0,3.0,1.0,16.0,2.0,2.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
03b03Tc.wav,Disgust,107.1126901399376,9.151133677317157,14.0,6.0,45.0,5.0,1.0,4.0,2.0,0.0,1.0,2.0,7.0,2.0,0.0,0.0,0.0,1.0
03b03Wc.wav,Fear,227.50020097340703,29.559754765007487,23.0,7.0,32.0,5.0,0.0,13.0,3.0,5.0,2.0,3.0,11.0,1.0,0.0,1.0,0.0,0.0
03b09La.wav,Unknown,107.4846395759294,21.586233944666606,14.0,2.0,29.0,1.0,0.0,15.0,1.0,1.0,1.0,2.0,16.0,1.0,1.0,0.0,0.0,0.0
03b09Nc.wav,Neutral,125.9432212179233,21.598691275688484,13.0,4.0,22.0,2.0,0.0,14.0,0.0,1.0,1.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0
03b09Tc.wav,Disgust,120.85718754377794,14.437502494529982,19.0,4.0,9.0,3.0,1.0,12.0,4.0,5.0,3.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0
03b09Wa.wav,Fear,179.4466797999459,42.57634238945077,17.0,5.0,29.0,3.0,0.0,4.0,0.0,1.0,2.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0
03b10Ab.wav,Angry,253.5568390095239,29.56324253265316,7.0,3.0,26.0,4.0,0.0,6.0,0.0,2.0,3.0,1.0,11.0,0.0,2.0,1.0,0.0,0.0
03b10Ec.wav,Unknown,158.13741877425858,23.304353514441416,32.0,3.0,12.0,5.0,0.0,23.0,1.0,1.0,2.0,1.0,11.0,0.0,2.0,0.0,1.0,1.0
03b10Na.wav,Neutral,131.62132990546306,22.56477914774393,20.0,5.0,15.0,4.0,0.0,12.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0
03b10Nc.wav,Neutral,136.20928496160062,36.46714164276612,28.0,2.0,9.0,1.0,0.0,13.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
03b10Wb.wav,Fear,226.96013961403955,41.82063399807176,21.0,2.0,11.0,1.0,0.0,11.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0
03b10Wc.wav,Fear,245.74226371110157,58.57496025067754,22.0,2.0,22.0,1.0,0.0,10.0,0.0,1.0,1.0,2.0,10.0,2.0,1.0,0.0,0.0,0.0
08a01Ab.wav,Angry,259.33959250863387,36.72465342759048,15.0,3.0,5.0,2.0,0.0,8.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
08a01Fd.wav,Unknown,233.5959492604837,39.85757137072529,22.0,2.0,3.0,1.0,1.0,8.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
08a01Lc.wav,Unknown,198.4662494874616,49.38796139379559,11.0,1.0,20.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0
08a01Na.wav,Neutral,192.5765232078538,31.16349281829315,12.0,1.0,6.0,0.0,0.0,10.0,1.0,2.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
08a01Wa.wav,Fear,307.63886329443113,44.72565544933946,11.0,2.0,9.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0
08a01Wc.wav,Fear,376.1609266722546,55.10766429778932,20.0,1.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
08a02Ab.wav,Angry,288.3188833860388,51.820113400690246,11.0,3.0,14.0,2.0,0.0,4.0,1.0,2.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0
08a02Ac.wav,Angry,240.10853908638592,49.84750041097359,7.0,2.0,7.0,1.0,0.0,5.0,1.0,2.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
08a02Fe.wav,Unknown,226.77433623102303,31.919092681879,11.0,2.0,4.0,1.0,0.0,10.0,0.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
08a02La.wav,Unknown,201.66186334844707,49.45772318759207,10.0,1.0,18.0,0.0,0.0,9.0,1.0,2.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0
08a02Na.wav,Neutral,200.8648176107488,37.307938710263535,20.0,1.0,1.0,0.0,0.0,11.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
08a02Tb.wav,Disgust,138.1335074621084,42.026884551720265,50.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
08a02Wc.wav,Fear,328.3895814603576,88.37308961537785,23.0,1.0,6.0,1.0,0.0,9.0,1.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
08a04Ff.wav,Unknown,211.17611337920945,41.117345453215535,21.0,1.0,7.0,1.0,0.0,8.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
08a04La.wav,Unknown,195.45080972342257,44.92047000493061,14.0,2.0,28.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0
08a04Nc.wav,Neutral,183.2768454173804,34.45867655366423,17.0,1.0,16.0,2.0,0.0,10.0,0.0,1.0,2.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0
08a04Tb.wav,Disgust,132.3993283684712,51.23809951077123,48.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0
08a04Wc.wav,Fear,324.07942583813855,90.2118466478453,15.0,2.0,3.0,1.0,0.0,6.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
08a05Fe.wav,Unknown,280.5665029834232,46.45228229301362,35.0,3.0,17.0,2.0,0.0,13.0,0.0,2.0,3.0,2.0,5.0,0.0,0.0,2.0,0.0,1.0
08a05Lc.wav,Unknown,226.73846878310505,49.536040987543096,26.0,5.0,26.0,3.0,0.0,23.0,2.0,3.0,1.0,2.0,19.0,0.0,0.0,1.0,0.0,0.0
08a05Nb.wav,Neutral,205.9606798976884,34.44353948537525,26.0,3.0,22.0,2.0,0.0,11.0,0.0,1.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0
08a05Ta.wav,Disgust,149.3909988490672,13.52923125655218,20.0,5.0,18.0,1.0,0.0,11.0,0.0,2.0,2.0,4.0,9.0,2.0,0.0,1.0,0.0,0.0
08a05Wa.wav,Fear,319.76933600726136,51.449931975107546,10.0,3.0,20.0,3.0,0.0,6.0,2.0,1.0,2.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0
08a07Fd.wav,Unknown,279.8872086944803,77.65055893125411,13.0,1.0,12.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
08a07La.wav,Unknown,199.9437696587075,52.13972731980057,3.0,1.0,35.0,1.0,0.0,9.0,0.0,1.0,2.0,1.0,16.0,0.0,1.0,0.0,0.0,0.0
08a07Na.wav,Neutral,211.4631158419557,46.30688844068355,16.0,3.0,14.0,3.0,0.0,11.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
08a07Ta.wav,Disgust,131.4281033951856,48.92423081059225,28.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0
08a07Tb.wav,Disgust,138.81542545884167,47.954641665626575,32.0,1.0,8.0,1.0,0.0,17.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,1.0,0.0,1.0
08a07Wc.wav,Fear,335.0573541427544,96.29249966257936,16.0,2.0,3.0,3.0,0.0,11.0,1.0,1.0,3.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0
08b01Aa.wav,Angry,288.5445457371298,43.26049246243533,15.0,5.0,23.0,6.0,0.0,7.0,1.0,1.0,3.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0
08b01Fd.wav,Unknown,231.3139895419507,43.79361231518773,19.0,1.0,24.0,2.0,1.0,12.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0
08b01Fe.wav,Unknown,307.75173229357443,76.19293192019099,26.0,1.0,11.0,3.0,0.0,9.0,1.0,0.0,2.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0
08b01Lb.wav,Unknown,197.791173920144,48.176909756298585,27.0,3.0,24.0,3.0,1.0,18.0,2.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
08b01Na.wav,Neutral,219.68148180447747,42.61649787244103,20.0,2.0,12.0,3.0,1.0,16.0,0.0,0.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0
08b01Wa.wav,Fear,272.57312822766187,64.10766692283111,9.0,3.0,29.0,2.0,0.0,8.0,0.0,1.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0
08b02Ff.wav,Unknown,315.0875866431376,97.69725097056522,20.0,1.0,9.0,1.0,0.0,14.0,0.0,2.0,2.0,2.0,7.0,0.0,2.0,0.0,1.0,0.0
08b02La.wav,Unknown,184.2682658415806,41.94495914709867,21.0,3.0,34.0,3.0,1.0,14.0,2.0,2.0,2.0,2.0,10.0,0.0,1.0,1.0,0.0,0.0
08b02Nb.wav,Neutral,210.56101654728053,50.09840998697732,25.0,2.0,31.0,2.0,0.0,12.0,0.0,2.0,2.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0
08b02Tc.wav,Disgust,134.69457013962148,48.80199703125802,78.0,0.0,0.0,0.0,3.0,33.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0
08b02Wd.wav,Fear,302.6579344153734,56.07623561564037,20.0,3.0,18.0,4.0,0.0,9.0,4.0,4.0,3.0,2.0,8.0,0.0,1.0,1.0,0.0,0.0
08b03Fe.wav,Unknown,251.23468234433895,61.92174138768811,15.0,2.0,44.0,2.0,0.0,10.0,0.0,1.0,1.0,1.0,19.0,1.0,1.0,0.0,0.0,0.0
08b03Lc.wav,Unknown,185.73067193990065,42.72212146219996,1.0,2.0,65.0,0.0,0.0,15.0,1.0,3.0,0.0,1.0,36.0,0.0,0.0,1.0,0.0,0.0
08b03Nb.wav,Neutral,221.0047933349536,46.864160359133336,24.0,4.0,29.0,3.0,0.0,14.0,2.0,3.0,1.0,1.0,16.0,0.0,0.0,1.0,0.0,0.0
08b03Tc.wav,Disgust,145.45641631307754,39.70914789099962,70.0,7.0,25.0,5.0,1.0,15.0,0.0,1.0,2.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0
08b03Wd.wav,Fear,263.690196869914,66.45768007082701,19.0,5.0,38.0,5.0,1.0,12.0,2.0,1.0,2.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0
08b09Ab.wav,Angry,295.2719572472282,48.363733969245374,27.0,4.0,6.0,3.0,1.0,15.0,0.0,1.0,1.0,2.0,11.0,0.0,0.0,1.0,0.0,0.0
08b09Fd.wav,Unknown,285.25047459599006,66.74060679352459,21.0,5.0,22.0,4.0,0.0,14.0,0.0,1.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0
08b09Lc.wav,Unknown,174.0999044783671,37.77354149614864,26.0,5.0,40.0,4.0,0.0,15.0,1.0,2.0,2.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0
08b09Nb.wav,Neutral,191.90382023675656,32.764785854331016,24.0,2.0,26.0,3.0,0.0,11.0,0.0,1.0,3.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0
08b09Tb.wav,Disgust,134.26126403317278,50.19432719086311,74.0,1.0,0.0,1.0,1.0,39.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,2.0,0.0,1.0
08b09Wa.wav,Fear,292.6879042009132,66.68048041015159,9.0,4.0,32.0,4.0,0.0,9.0,1.0,1.0,3.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0
08b09Wc.wav,Fear,245.48052102031605,42.49593596119853,19.0,3.0,18.0,3.0,0.0,5.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
08b10Aa.wav,Angry,284.2638180732709,62.04638610528798,13.0,1.0,25.0,1.0,0.0,7.0,2.0,3.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0
08b10Fd.wav,Unknown,255.74667425510447,79.09131543682358,14.0,2.0,27.0,1.0,0.0,12.0,0.0,1.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0
08b10La.wav,Unknown,176.2652220436632,33.0100239433774,24.0,2.0,21.0,2.0,0.0,17.0,0.0,1.0,1.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0
08b10Nc.wav,Neutral,193.24147728612783,45.164527070427546,30.0,2.0,7.0,1.0,0.0,17.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
08b10Tc.wav,Disgust,158.71317957901937,17.528676868242254,14.0,5.0,31.0,3.0,0.0,10.0,0.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,0.0,0.0
08b10Wa.wav,Fear,277.3541531532846,85.43177415357454,20.0,2.0,23.0,2.0,0.0,14.0,0.0,1.0,3.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0
09a01Ea.wav,Unknown,250.9138356212452,17.980907831817813,12.0,2.0,13.0,0.0,1.0,1.0,4.0,4.0,0.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0
09a01Fa.wav,Unknown,349.499920775056,56.07651124566691,14.0,0.0,9.0,1.0,1.0,6.0,1.0,1.0,3.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0
09a01Nb.wav,Neutral,157.6628048251111,25.44884545160649,7.0,1.0,11.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
09a01Wb.wav,Fear,310.0723993615611,34.49427943092894,7.0,2.0,7.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0
09a02Ea.wav,Unknown,327.3586838757411,47.65159643195368,8.0,1.0,6.0,2.0,0.0,2.0,2.0,3.0,1.0,0.0,5.0,0.0,2.0,1.0,1.0,0.0
09a02Eb.wav,Unknown,249.5418673582396,28.12767384696808,11.0,3.0,12.0,2.0,0.0,5.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0
09a02La.wav,Unknown,187.21397667202615,61.0038433802408,7.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
09a02Wb.wav,Fear,258.37969217684866,52.40489551172492,11.0,2.0,14.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0
09a04Fd.wav,Unknown,324.4357774621462,61.10097257002965,9.0,3.0,4.0,3.0,0.0,5.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
09a04La.wav,Unknown,183.21721455106248,63.677876802443,6.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
09a04Nb.wav,Neutral,168.26387152846488,20.64876714386008,2.0,1.0,12.0,1.0,0.0,6.0,2.0,3.0,3.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0
09a04Wa.wav,Fear,271.89853004478056,31.128889241661465,2.0,2.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
09a05Ed.wav,Unknown,242.2211863070225,41.42584560845597,20.0,4.0,29.0,5.0,1.0,5.0,4.0,3.0,3.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0
09a05Lc.wav,Unknown,172.41864729582343,33.32504970422788,26.0,3.0,24.0,2.0,0.0,14.0,2.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
09a05Nb.wav,Neutral,175.94926152669646,24.280494184050188,13.0,4.0,29.0,2.0,0.0,6.0,1.0,4.0,1.0,2.0,15.0,0.0,0.0,1.0,1.0,0.0
09a05Tb.wav,Disgust,147.95598249406106,12.579012245432049,15.0,6.0,33.0,5.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0
09a05Wb.wav,Fear,328.1067475449181,45.91736920640444,18.0,2.0,11.0,4.0,1.0,12.0,3.0,2.0,3.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0
09a05Wc.wav,Fear,357.43399905760185,49.81390502815898,16.0,3.0,16.0,3.0,0.0,11.0,2.0,2.0,3.0,1.0,12.0,0.0,0.0,2.0,0.0,1.0
09a07Eb.wav,Unknown,238.66254157069235,26.700603255172098,19.0,3.0,9.0,3.0,0.0,7.0,3.0,4.0,3.0,2.0,6.0,1.0,1.0,2.0,0.0,1.0
09a07Na.wav,Neutral,174.7949231220542,30.62262950926931,7.0,2.0,22.0,2.0,0.0,5.0,1.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
09a07Ta.wav,Disgust,173.15867085062104,17.86388774815464,20.0,2.0,8.0,1.0,0.0,8.0,1.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
09a07Wb.wav,Fear,366.5567046362783,39.04592091736005,10.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
09a07Wd.wav,Fear,245.99756184851623,43.87599637181733,24.0,2.0,20.0,0.0,0.0,5.0,2.0,3.0,1.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0
09b01Ea.wav,Unknown,292.5858983164826,34.96017932687471,14.0,4.0,25.0,4.0,0.0,5.0,2.0,4.0,1.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0
09b01Na.wav,Neutral,183.0037013205952,24.04993824909087,10.0,6.0,25.0,4.0,0.0,9.0,0.0,1.0,2.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0
09b01Wb.wav,Fear,293.14695844522834,61.31814261341368,13.0,2.0,27.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0
09b02Na.wav,Neutral,167.22822748557837,24.93531579155937,16.0,3.0,32.0,1.0,0.0,6.0,1.0,2.0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0
09b02Tb.wav,Disgust,163.85901942382597,10.220456341887145,12.0,4.0,42.0,4.0,0.0,9.0,2.0,2.0,3.0,3.0,19.0,0.0,1.0,0.0,0.0,0.0
09b02Wc.wav,Fear,202.66705357102893,26.992952880511893,15.0,3.0,11.0,2.0,0.0,12.0,3.0,3.0,3.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0
09b02Wd.wav,Fear,260.1114145681309,50.80181398504485,13.0,1.0,33.0,2.0,0.0,8.0,2.0,2.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0
09b03Ed.wav,Unknown,242.6859106231479,27.81599559238428,35.0,9.0,35.0,8.0,0.0,14.0,3.0,4.0,2.0,3.0,13.0,1.0,1.0,0.0,1.0,0.0
09b03Fa.wav,Unknown,353.44030225490616,45.19376767921919,28.0,4.0,6.0,4.0,1.0,16.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,2.0,0.0,0.0
09b03Fd.wav,Unknown,313.3858990908011,46.83433381629115,9.0,2.0,45.0,4.0,0.0,5.0,4.0,3.0,3.0,1.0,19.0,0.0,2.0,0.0,0.0,0.0
09b03Lb.wav,Unknown,165.6220485293989,21.611264628314217,27.0,3.0,37.0,2.0,0.0,14.0,4.0,5.0,2.0,2.0,17.0,0.0,0.0,1.0,0.0,0.0
09b03Nb.wav,Neutral,172.8264573283779,16.80081421078114,27.0,2.0,27.0,1.0,0.0,18.0,3.0,5.0,4.0,5.0,10.0,1.0,1.0,0.0,1.0,0.0
09b03Ta.wav,Disgust,152.77418728015485,13.445827141811185,26.0,2.0,34.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,9.0,0.0,1.0,1.0,0.0,0.0
09b03Wb.wav,Fear,287.97883185686226,37.9678063081864,18.0,4.0,42.0,3.0,0.0,12.0,0.0,2.0,2.0,3.0,15.0,1.0,1.0,0.0,1.0,0.0
09b09Ea.wav,Unknown,227.78601117690616,31.98514383000248,12.0,4.0,27.0,3.0,2.0,8.0,2.0,2.0,0.0,2.0,13.0,1.0,0.0,0.0,1.0,0.0
09b09Nd.wav,Neutral,163.94471915335575,12.537008690453218,8.0,2.0,13.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0
